input_text,target_text
מי הדמויות בספר הג'ונגל,בגירה
איזה מין הוא חזרזיר מווי פו,זכר
האם לסטף קארי יש אח שמשחק באן-בי-איי,yes
מתי יוצאים פרקים חדשים של הפלאש,2019-10-22
מתי יצא קספר,1945
מי הם ארבעת הראשים בהר ראשמורר,אברהם לינקולן
מיהי lilith ב once upon a time,ניקול מינוז
second fast and furious מתי יצא,2003-06-06
איפה צולם הסרט נעורים בקצב מהיר,ארצות הברית
מי שר את השיר he's my brother,ניל דיימונד
מי זכתה בגביע הסטאנלי בשנת 2018,וושינגטון קפיטלס
מי מחזיק בשיא מספר הנקודות במשחק אחד באן-בי-איי,וילט צ'מברלין
מי אמר למי much is given much is expected,ג'ון פיצג'רלד קנדי
מי כיכב בסדרת הטלויזיה,רוג'ר סמית'
איפה הסרט  just go with it צולם,מאווי
once upon a time-מי השחקן שמגלם קפטן הוק ב,קולין אודונהיו
כמה פרקים של משחק הכס יש,73.0
מהו המין המאוכלס ביותר בעולם,יונקים
במיתולוגיה היוונית מי פתר את חידת הספינקס,אדיפוס
היכן עוברת תקלת סן אנדראה?,קליפורניה
i can only imagine מי כתב את השיר,בארט מילרד
מתי החל מונדיל הגברים,2022
מה היה ממוצע החבטות בקריירה של טוני גווין,0.338
מתי יצא to kill a mockingbird,1960-07-11
מתי יצא הסרט מלך האריות לבתי הקולנוע,2019-07-19
nba מי קלע הכי הרבה נקודות ב,כרים עבדול-ג'באר
איפה נמצא הבית הגדול ביותר בעולם?,הודו
איפה גבריאלה יוניון למדה בבית הספר התיכון,פלזנטון
מה הגרסה האחרונה של windows 10,1903
מתי יצא לאור הספר הארי פוטר ואבן החכמים,"יוני 26, 1997"
"מהי המדינה הראשונה בארה""ב",דלאוור
איפה הומצא הכדור הפורח הראשון,צרפת
"מה הספורט מספר אחד בארה""ב",פוטבול
מתי הייתה אליפות icc ה20,הודו
את מי משחקת scarlett johansson בסרט sing,אש
מיהו הקוורטרבק הפותח של הלוס אנג'לס ראמס,בלייק בורטלס
מי פיקד על הצבא הבריטי בווירג'יניה יורק,צ'ארלס קורנווליס
מתי בפעם האחרונה הליפס זכו בגביע,1967
מתי נפתח סטודיו 54 בניו יורק,1977
למי היו הכי הרבה תינוקות בעולם,Feodor Vassilyev
מי שר baby can i hold you tonight,טרייסי צ'פמן
without me מתי יצא השיר,2002-05-14
מתי יצא הסרט הארי פוטר ואבן החכמים,2002-04-12
מי הקבוצות שנמצאות בהקונפרנס המזרחי באן בי אי,פילדלפיה 76'
the house of the rising sun מי שר את השיר,The Animals
מה הוא האגם הגדול ביותר של הימות הגדולות,ימת סופיריור
ניצחו את הסופרבול packersמתי הייתה הפעם האחרונה שה,2011-02-06
מי שר את she ain't worth the whiskey,קול סוינדל
בת כמה הילדה בתפוס אותי בחוץ,15.0 שנה
i'm here without you baby מי שר את השיר,3 דורז דאון
מי שר את everybody in the club get tipsy,ג'יי-קוון
somewhere over the rainbow מי שר את השיר,ישראל קמקוויוואולה
מי שר את השיר down with the sickness,דיסטרבד
כמה אלבומים מכר מייקל ג'קסון ברחבי העולם,500000000.0
אתה יכול לקנות אלכוהול בוויסקונסין ביום ראשון,yes
איך נקרא השן על המזלג,זמן
מהי אוכלוסיית לה קרוס ויסקונסין,518342017.0
איפה תחנת הרכבת באטלנטיק סיטי,אטלנטיק סיטי
מי גילם את מרפי בראון בסדרת הטליוויזיה,קנדיס ברגן
מי שר את השיר אתה לא יכול לראות,מארשל טאקר בנד
מי שר את השיר,ברברה פיירצ'ילד
מתי לאחרונה זכו toronto maple leafs בגביע סטנלי,1967
מהי רכבת ההרים הגבוהה ביותר בארצות הברית,קינגדה קה
מי זכה בטור דה פראנס 2016,כריסטופר פרום
מי שיחק בסרט East of Eden,ג'ו ואן פליט
this guy's in love with you מי כתב,האל דייוויד
מי שר אני מחפש אהבה חדשה בייבי,ג'ודי וואטלי
בן כמה הילד מהניצוץ,40.0 שנה
האם לכלבים כולם אותו סוג דם,no
כמה אזורי זמן יש בטנסי,2.0
מי זכתה בעשר האליפויות האחרונות באן-בי-איי,גולדן סטייט ווריורס
כמה מעלות יש במשולש ישר-זווית,180.0 other unit
מתי יוצא the amazing world of gumball,2008-05-08
מתי הפסיקו לייצר את השטר של שני דולר,1976
יוצא השנה major league baseball all-starמתי משחק ה,ארצות הברית
מי השחקן המבוגר ביותר שאי פעם שיחק באן-אף-אל,ג'ורג' בלנדה
מתי יצא אלבומו הראשון של ed sheerans,2001
מתי הוקמה המחלקה לביטחון פנים,2002-11-25
מי היה האדם האחרון שהיה על הירח,יוג'ין סרנן
מיהו ראש ממשלת הודו לשעבר,מאנמוהאן סינג
מי כתב את הספר הבחורה על הרכבת,פולה הוקינס
כמה אוסקרים זכה הסרט טיטאניק,11.0
מתי משפחת קרדשיאן מתחילה,2007-10-14
מה התאריך של מלחמת העולם הראשונה,1914-07-28
כמה רחוק מרינו נבדה לסוסוויל קליפורניה,86.2 מיל
מי המאמן של אינדיאנה פייסרס,נייט מקמילן
מתי נבנו מגדלי התאומים בניו יורק,1973
יש בארצות הברית Culver's כמה מסעדות,716.0
לאיזה מדינה בארצות הברית יש את שכר המינימום הגבוהה ביותר,וושינגטון
העונה הזו america's got talent מי השופטים של,סיימון קאוול
מאיזה סוג עץ היה עשוי הצלב,ארז
איזה סרט יש בראש העולם,אנגרי בירדס - הסרט
כל הזמנים nba-למי יש הכי הרבה נקודות ב,כרים עבדול-ג'באר
מי משחקת את ג'קלין בסדרה של צרות,שרה קנינג
כמה עונות של האח הגדול יש,21.0
כמה עלה לבנות את האיצטדיון של הדאלאס קאובויס,1200000000.0 דולר אמריקני
מתי נבנה אצטדיון הרויאלס בעיר קנזס,1973
"מי אמר ""אתה משחק כדי לנצח במשחק""",הרם אדווארדס
מתי זכתה לאחרונה ברצלונה בליגת האלופות,2015
מהו המשחק הנמכר ביותר בכל הזמנים,Minecraft
היכן מתרחש הסרט soul surfer,הוואי
מי שר את לאן נעלמו כל הפרחים,קינגסטון טריו
מתי חברת מזרח הודו הגיעה להודו,1600-12-31
don't let me down מי שר את השיר,דה צ'יינסמוקרס
מי שר את אתה יכול להישאר עם הכובע,ג'ו קוקר
"מי שכתב את ""המלחמה שהצילה את חיי""",קימברלי ברובייקר בראדלי
מי כתב את השיר the good the bad and the ugly?,אניו מוריקונה
מי הוא האדם המבוגר ביותר כרגע,קנה טנקה
מתי הושלמה החומה הסינית הגדולה,1878
מתי יצא השיר בדיוק כמו שאת,2010
מהו שמו של נשיא קניה,אוהורו קניאטה
מי זכה בחמש  הסופרבול האחרונות,דנוור ברונקוס
מה הטמפרטורה במרכז כדור הארץ,6000.0 מעלות צלזיוס
איפה all-star game מתקיים השנה,פארק אזרחים
מהו גודל אוכלוסיית אברדין דרום דקוטה,28388.0
מתי פרש הדרום מהאיחוד,1860-12-20
מי מדובב את הקו של slinky בצעצוע של סיפור,בלייק קלארק
איפה צולם  when nature calls של אייס וונטורה,ארצות הברית
מי שר את השיר אני מאמין שאני יכול לעוף,אר. קלי
lucy in the sky with diamonds מי שר את,הביטלס
"מי כתב את ""זה עולם של גברים""",ג'יימס בראון
היכן התקיים משחק הבייסבול הראשון,ניו ג'רזי
מתי יוצא rise of the guardians,2012
למי נשואה הבחורה מליידי אנטלבאום,כריס טירל
כמה משחקים ניצחו הקאויבויס בשנה שעברה,10.0
כמה גדול המסך באייפון  6ס,4.7 אינץ'
מתי יצא האליס בארץ הפלאות הראשון,1865-11-26
מה מסמל cb  ב cb radio,סיטיזנס באנד רדיו
מתי הודיעו הביטלס על התפרקותם,1970-04-10
מי גילם את דמותו של קאליפסו בסרט שודדי הקאריביים,נעמי האריס
מי שר i want to sing you a love song,אן מארי
מי אמר damn the torpedoes full steam ahead,דיוויד פארגוט
מי הוא שחקן הכדורגלן האנגלי שזכה בהכי הרבה תארים,מנצ'סטר יונייטד
מהם האיים הגדולים ביותר בים התיכון,סיציליה
מתי יצא הסרט עולם היורה החדש,2021-06-11
מי ראש הממשלה הנוכיחי של אנגליה,בוריס ג'ונסון
האם אוכל להחזיק אקדח ברכב שלי באלבמה,yes
מי שיחקה את אישתו של בראד פיט בשבעה חטאים,גווינת' פאלטרו
שחקן שמשחק את ג'ופרי במשחקי הכס,ג'ק גליסון
איזה ראש בועה יש ל dwight על השולחן עבודה,מייק ליברטל
מי עושה את שיר הנושא עבור ncis new orleans,סקוט באקולה
באימפריה הביזנטית נותרה השפה הלטינית השפה העיקרית,yes
בכמה מדליות זכתה הודו במשחקי חבר העמים 2018,66.0
ממה עשוי המגן הרומי,עץ
dub מתי ישוחרר דרגון בול סופר אנגלית,2017-01-07
מתי בדרך כלל התחיל האסטרולוג את עסק ימיו,חצות
איזה סוג של מוסיקה מנוגנת בפנמה,קומביה
האם קליירי וג'ייס למעשה אחים בתוכנית,yes
מתי הבריטים התחילו להשתמש בקשת הארוכה,המאה ה-14
